source,date,company,executive,figure,figure_usd,pay_ratio,median_employee_usd,context,url
register,2017-11,Teva,Kåre Schultz,US$20m,20000000,,,"He cancelled employee bonuses for 2017 while senior management kept theirs, and Israeli staff sued over it. Outgoing chief executive Erez Vigodman took a US$2m bonus after stepping down, and the interim chief executive was paid US$9.2m for eight months.","https://www.calcalistech.com/ctech/articles/0,7340,L-3734174,00.html"
register,2017-06,Yahoo,Marissa Mayer,US$23m,23000000,,,"She bought Tumblr for Yahoo in May 2013 for about US$1.1bn, announcing it on Tumblr itself: “We promise not to screw it up.” Yahoo wrote off US$230m of that in February 2016 and a further US$482m by the summer — more than half the price in under three years — and Verizon sold it on in 2019 for a reported US$3m. Yahoo also disclosed a breach of 500 million accounts in September 2016 and a billion more that December, revising the total in October 2017 to all three billion it had ever held; Verizon cut US$350m from what it paid. Her US$2m cash bonus for 2016 was cancelled and she gave up her 2017 equity award, worth at least US$12m. The change-of-control package was conditional on none of it.",https://www.tumblr.com/marissamayr/50902274591/im-delighted-to-announce-that-weve-reached-an
register,2016-10,Wells Fargo,John Stumpf,US$130m,130000000,,,"Wells Fargo staff opened as many as two million unauthorised accounts to hit sales targets. The bank fired 5,300 employees over the tactics. Stumpf was later banned from banking for life and fined US$17.5m.",https://money.cnn.com/2016/10/13/investing/wells-fargo-ceo-resigns-compensation/index.html
register,2016-06,WPP,Martin Sorrell,£70m,88900000,,,"More than 33% of shareholders voted against the remuneration report at the 2016 annual meeting, and more than 34% failed to back it once abstentions were counted — the worst revolt at a WPP meeting since the 60% defeat of 2012.",https://www.campaignlive.co.uk/article/one-third-wpp-shareholders-vote-against-sorrells-70m-pay/1397940
register,2016-04,Volkswagen,Martin Winterkorn,€7.3m,7884000,,,Volkswagen rigged diesel engines to cheat emissions tests. Winterkorn later agreed to pay the company €11.2m in damages for failing to get to the bottom of it promptly.,https://money.cnn.com/2016/04/28/news/companies/volkswagen-scandal-ceo-salary/index.html
register,2016-04,Renault,Carlos Ghosn,€7.2m,7776000,,,"The override became a national argument about whether say-on-pay meant anything in France, and helped force the law that made such votes binding. A separate golden parachute worth about €30m was scrapped in 2019 after his arrest in Japan, during the gilets jaunes protests.",https://www.industryweek.com/finance/article/21976864/renault-cuts-ceo-ghosns-pay-after-shareholder-revolt
register,2015-09,United Continental,Jeff Smisek,US$28.6m,28600000,,,"He resigned in September 2015 while federal prosecutors were examining whether United had tried to sway the chairman of the Port Authority of New York and New Jersey. The airline had reinstated a Newark to Columbia route it had already turned down as unprofitable, running twice a week near David Samson's holiday home; Port Authority staff called it the Chairman's flight and it lost about US$945,000. United signed a non-prosecution agreement and paid a US$2.25m penalty, and Samson pleaded guilty to bribery.",https://www.npr.org/2015/09/08/438685557/united-airlines-ceo-jeff-smisek-resigns-amid-federal-investigation
register,2015-06,American Red Cross,Gail McGovern,"US$556,772",556772,,,"The Red Cross raised nearly US$488m for Haiti after the 2010 earthquake and said it would build new communities there. NPR and ProPublica reported in June 2015 that it had built six permanent homes. The charity disputed the account, saying it had helped build and run eight hospitals and clinics and moved more than 100,000 people out of tents with rent assistance. A Senate investigation the following year found fundamental concerns about how the organisation reported what it spent.",https://www.npr.org/2015/06/03/411524156/in-search-of-the-red-cross-500-million-in-haiti-relief
register,2014-10,Google,Andy Rubin,US$90m,90000000,,,"The New York Times reported in 2018 that Google had asked for the resignation after investigating an employee's misconduct claim and concluding it was credible. A spokesperson for Rubin said he left “on his own accord”, had never been told of any misconduct at Google, and that any relationship he had while there was consensual. Staff walked out worldwide over the company's handling of such cases, and Alphabet later paid US$310m to settle shareholder litigation and agreed to ban severance for anyone fired for misconduct.",https://www.cnbc.com/2018/10/25/google-paid-andy-rubin-90-million-exit-package-despite-misconduct-nyt.html
register,2014-03,The Co-operative Group,Euan Sutherland,£3.6m,4572000,,,"The Co-operative Group is owned by its members, and had just posted a loss of £2.5bn for 2013 — the worst in its history — most of it from the bank it had merged with Britannia Building Society. Sutherland resigned within days of the leak, saying the group was ungovernable. The bonuses were withheld the month after that.",https://www.thegrocer.co.uk/the-co-operative-group/co-ops-sutherland-hits-out-at-salary-leak/355318.article
register,2013-06,McKesson,John Hammergren,US$159m,159000000,,,"In January 2017 McKesson paid a US$150m civil penalty, the largest in DEA history, for failing to detect and report suspicious orders of controlled substances. The government dated the conduct from 2008 to 2013 — the years the pension was accruing. Shareholders voted down the pay report in 2013, and again in 2017.",https://www.npr.org/sections/thetwo-way/2013/06/25/195678230/mckesson-ceos-pension-reported-at-a-record-159-million
register,2010-10,BP,Tony Hayward,£12m (US$18.5m),18500000,,,"The Deepwater Horizon rig exploded on 20 April 2010, killing 11 workers and causing the largest marine oil spill in history. BP posted a US$17bn quarterly loss and withheld most staff bonuses for the year.",https://www.france24.com/en/20100727-hayward-resign-amid-new-row-over-18-million-payout-dudley-bp-oil-spill-uk-usa-environment
register,2009-02,Royal Bank of Scotland,Fred Goodwin,£703k,892810,,,"A month after he left, RBS reported a 2008 loss of £24.1bn — the largest annual loss in British corporate history. The bank was rescued with public money.",https://www.parliament.uk/business/news/news-by-year/2009/03/letter-from-rbs-on-sir-fred-goodwins-pension/
register,2008-10,Lehman Brothers,Dick Fuld,US$484m,484000000,,,"Lehman filed for bankruptcy on 15 September 2008 with US$639bn of assets against US$613bn of debts, the largest filing in United States history. About 25,000 people worked there. Barclays' purchase of the North American business saved roughly 10,000 of those jobs.",https://abcnews.com/Blotter/story?id=5965360&page=1
register,2008,Countrywide Financial,Angelo Mozilo,US$521.5m,521500000,,,Countrywide was the largest subprime mortgage lender in the United States and was sold to Bank of America in 2008 as the market collapsed. The Justice Department dropped its mortgage fraud investigation in 2016.,https://fortune.com/2023/07/17/angelo-mozilo-obit-countrywide-financial-housing-crisis
register,2007-10,Merrill Lynch,Stan O'Neal,US$161.5m,161500000,,,Days earlier Merrill had reported a US$2.24bn quarterly loss on a US$7.9bn writedown of mortgage-backed assets. Within fourteen months the firm had been sold to Bank of America.,https://www.nbcnews.com/id/wbna21549196
register,2007-01,Home Depot,Robert Nardelli,US$210m,210000000,,,Seven times the US$30m the company had set aside six months earlier to reward stores and staff for good customer service. Union pension funds took the payout to the annual meeting; the incoming chairman of the House Financial Services Committee called it confirmation of a pattern of pay out of control.,https://money.cnn.com/2007/01/03/news/companies/home_depot/index.htm
register,2006-12,Pfizer,Hank McKinnell,US$180m,180000000,,,"In 2009 Pfizer paid US$2.3bn to settle criminal and civil charges over off-label promotion — then the largest health care fraud settlement in United States history — including the marketing of Bextra, which the FDA had it pull from the market in 2005, during his time as chief executive.",http://www.washingtonpost.com/wp-dyn/content/article/2006/12/21/AR2006122101167.html
register,2006-10,UnitedHealth Group,William McGuire,US$448m,448000000,,,"The SEC found the company had concealed more than US$1bn of stock option compensation between 1994 and 2005 by choosing grant dates after the fact, picking days when the share price had been at its lowest, and signing documents falsely showing the options had been granted then. He resigned in October 2006 and settled in December 2007 for US$468m, the largest settlement in an options backdating case.",https://www.sec.gov/news/press/2007/2007-255.htm
register,2005-12,ExxonMobil,Lee Raymond,US$98m,98000000,,,"Between 1998 and 2005 ExxonMobil paid nearly US$16m to 43 organisations working to cast doubt on the science of climate change, using, the Union of Concerned Scientists found, the tactics and in places the same people as the tobacco industry.",https://www.nbcnews.com/id/wbna12356099
register,2005-02,Hewlett-Packard,Carly Fiorina,US$21.4m,21400000,,,"The US$25bn purchase of Compaq in 2002, then the largest technology merger ever and the centrepiece of the tenure, did not deliver what was promised. 30,000 US workers were laid off. The board said it acted because costs had not been cut and revenue had not grown as it had hoped.",https://money.cnn.com/2005/02/12/news/newsmakers/fiorina_severance/index.htm
register,2005,Carrefour,Daniel Bernard,€38.5m,41580000,,,"Staff went on strike when the terms became public, and the payout caused a national outcry that fed directly into France's rules on executive severance.",https://www.eurofound.europa.eu/en/resources/article/2005/strikes-retail-sector
register,2003-08,New York Stock Exchange,Richard Grasso,US$139.5m,139500000,,,"The exchange was a not-for-profit corporation, and New York law required pay there to be reasonable and commensurate with services performed. Grasso resigned the following month. The attorney general sued to recover the money; in 2008 the Court of Appeals dismissed every claim and he kept it.",https://ag.ny.gov/press-release/2004/former-nyse-chief-sued-over-excessive-pay-package
register,2002-02,ABB,Percy Barnevik,CHF148m (US$88m),88000000,,,"It surfaced as ABB fought for survival. The share price fell roughly 90% across 2001 and 2002 — 62% in a single day in October — the group faced more than 100,000 asbestos claims with US$4.7bn of borrowing falling due, and by November 2002 it was close to bankruptcy.",https://new.abb.com/news/detail/13635/abb-reaches-settlement-agreements-with-former-ceos-on-benefits
register,1998-05,Computer Associates,Charles Wang,US$643m,643000000,,,"The whole grant was charged at US$1,071m in the half year to September 1998, turning a US$428m profit for the same period a year earlier into a US$187m loss. It vested because the share price held above a target; the company later restated US$2.2bn of revenue improperly booked in 2000 and 2001, and the chief operating officer went to prison for securities fraud. Shareholders sued, and Delaware's Court of Chancery took 4,500,000 shares back across the three men.",https://www.sec.gov/Archives/edgar/data/356028/0000356028-95-000008.txt
register,1998-05,Computer Associates,Sanjay Kumar,US$321m,321000000,,,"The shares vested because the price held above a target. Computer Associates later restated US$2.2bn of revenue improperly booked in 2000 and 2001; prosecutors said more than US$2bn was manipulated under his direction to prop the stock up. By then chief executive, he pleaded guilty in April 2006 to eight felonies including securities fraud and obstruction of justice, and was sentenced that November to 12 years and a US$8m fine.",https://www.sec.gov/Archives/edgar/data/356028/0000356028-95-000008.txt
register,1998-05,Computer Associates,Russell Artzt,US$107m,107000000,,,"The grant alone cost US$1,071m, charged in the half year to September 1998 — enough to turn a US$428m profit for the same period a year earlier into a US$187m loss. Shareholders sued; in November 1999 Delaware's Court of Chancery ordered 9.5m shares returned, and a settlement the following June took back 4,500,000 across the three men.",https://www.sec.gov/Archives/edgar/data/356028/0000356028-95-000008.txt
register,1997-12,The Walt Disney Company,Michael Eisner,US$565m,565000000,,,"The same company, a year earlier, had paid Michael Ovitz US$140m to leave after fourteen months — a payment shareholders spent nine years litigating. Both awards came out of the board Eisner chaired.",https://www.washingtonpost.com/archive/business/1997/12/04/eisner-gets-a-payday-of-565-million/08abcce3-576f-432a-b08c-cb58b6389490/
register,1996-12,The Walt Disney Company,Michael Ovitz,US$140m,140000000,,,Shareholders sued the directors over it and the case ran for nine years. In 2005 the Delaware Court of Chancery found the board's “lapses were many” but that no duty had been breached and no corporate assets wasted. The payment stood.,https://www.nbcnews.com/id/wbna8887620
register,1996-02,AT&T,Robert Allen,US$16m,16000000,,,"Disclosed in the proxy weeks after AT&T announced on 2 January 1996 that it would cut 40,000 jobs. The Communications Workers of America called it “mindless job destruction”; Newsweek put the chief executives behind the year's layoffs on its cover under the headline “Corporate Killers”.",https://www.washingtonpost.com/archive/business/1996/02/28/atts-95-pay-package-for-chief-16-million/ecffb0a7-d7ba-496f-8aed-963ce0521e7b/
register,1995-12,Scott Paper,Al Dunlap,US$100m,100000000,,,"11,000 people lost their jobs, about a third of the workforce, including half the managers and a fifth of hourly staff. Research spending was cut, factories closed, and the company's US$3m philanthropy budget was abolished outright.",https://slate.com/news-and-politics/1997/08/al-dunlap.html
register,1994-11,British Gas,Cedric Brown,"£475,000",603250,,,"Awarded the same week staff were told to hold their own rises below 3%, as the company worked through a programme to cut 25,000 jobs and household gas bills were going up. Protesters brought a pig named Cedric and a bucket labelled “privatisation trough” to the 1995 annual meeting. Individual shareholders voted overwhelmingly against reappointing him; institutional proxy votes kept him in the job.",https://www.upi.com/Archives/1995/05/31/British-Gas-execs-jeered-by-shareholders/8710801892800/
register,1989-02,RJR Nabisco,F. Ross Johnson,US$53m,53000000,,,"Six months later R.J. Reynolds Tobacco laid off 1,640 people in North Carolina — more than a tenth of its workforce — restructuring, in UPI's words, “in the wake of the leveraged buyout”. The cut ran to 825 salaried staff, 700 hourly workers and 115 temporary and part-time employees, some of them let go the same day.",https://www.upi.com/Archives/1989/08/10/RJ-Reynolds-announces-layoffs/2384618724800/
sec-def14a,2025-04-28,Mercadolibre,,,13747133,1589.0,8650,,https://www.sec.gov/Archives/edgar/data/1099590/000109959025000020/0001099590-25-000020-index.htm
sec-def14a,2018-04-02,Fresh Del Monte Produce,,,8543343,1465.0,5833,,https://www.sec.gov/Archives/edgar/data/1047340/000104734018000096/0001047340-18-000096-index.htm
sec-def14a,2019-04-01,Fresh Del Monte Produce,,,6666331,1207.0,5525,,https://www.sec.gov/Archives/edgar/data/1047340/000104734019000122/0001047340-19-000122-index.htm
sec-def14a,2025-04-25,Fresh Del Monte Produce,,,8857945,1112.0,7965,,https://www.sec.gov/Archives/edgar/data/1047340/000095017025058700/0000950170-25-058700-index.htm
sec-def14a,2023-03-24,Fresh Del Monte Produce,,,6130560,1030.0,5953,,https://www.sec.gov/Archives/edgar/data/1047340/000119312523079128/0001193125-23-079128-index.htm
sec-def14a,2022-04-27,Mercadolibre,,,16680787,1002.0,16645,,https://www.sec.gov/Archives/edgar/data/1099590/000114036122016252/0001140361-22-016252-index.htm
sec-def14a,2021-04-29,Mercadolibre,,,21509523,977.0,22018,,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000170/0001562762-21-000170-index.htm
sec-def14a,2018-05-03,Dollar Tree,,,7990500,747.0,10695,,https://www.sec.gov/Archives/edgar/data/935703/000093570318000019/0000935703-18-000019-index.htm
sec-def14a,2024-04-26,Fresh Del Monte Produce,,,4449489,690.0,6451,,https://www.sec.gov/Archives/edgar/data/1047340/000119312524115855/0001193125-24-115855-index.htm
sec-def14a,2024-04-25,Mercadolibre,,,9591176,677.0,14177,,https://www.sec.gov/Archives/edgar/data/1099590/000114036124022081/0001140361-24-022081-index.htm
sec-def14a,2021-12-21,SMART Global Holdings,,,14810329,617.0,,,https://www.sec.gov/Archives/edgar/data/1616533/000114036121042634/0001140361-21-042634-index.htm
sec-def14a,2026-03-26,Murphy USA,,,11762101,601.0,19571,,https://www.sec.gov/Archives/edgar/data/1573516/000157351626000110/0001573516-26-000110-index.htm
sec-def14a,2025-03-18,Murphy USA,,,11077176,585.0,18933,,https://www.sec.gov/Archives/edgar/data/1573516/000157351625000021/0001573516-25-000021-index.htm
sec-def14a,2019-04-24,Ulta Beauty,,,14257713,556.0,25666,,https://www.sec.gov/Archives/edgar/data/1403568/000155837019003247/0001558370-19-003247-index.htm
sec-def14a,2024-03-28,Murphy USA,,,10558129,547.0,19314,,https://www.sec.gov/Archives/edgar/data/1573516/000157351624000026/0001573516-24-000026-index.htm
sec-def14a,2020-02-28,Calavo Growers,,,2590186,523.0,4948,,https://www.sec.gov/Archives/edgar/data/1133470/000155837020001777/0001558370-20-001777-index.htm
sec-def14a,2021-03-26,Murphy USA,,,8240299,489.0,16852,,https://www.sec.gov/Archives/edgar/data/1573516/000119312521095384/0001193125-21-095384-index.htm
sec-def14a,2022-03-25,Murphy USA,,,8638157,453.0,19058,,https://www.sec.gov/Archives/edgar/data/1573516/000119312522084474/0001193125-22-084474-index.htm
sec-def14a,2020-03-27,Murphy USA,,,7139741,434.0,16435,,https://www.sec.gov/Archives/edgar/data/1573516/000119312520087677/0001193125-20-087677-index.htm
sec-def14a,2021-12-02,Micron Technology,,,25316709,391.0,64827,,https://www.sec.gov/Archives/edgar/data/723125/000072312521000082/0000723125-21-000082-index.htm
sec-def14a,2023-04-28,Mercadolibre,,,8270567,383.0,21575,,https://www.sec.gov/Archives/edgar/data/1099590/000114036123021623/0001140361-23-021623-index.htm
sec-def14a,2021-03-01,Calavo Growers,,,1888814,382.0,4948,,https://www.sec.gov/Archives/edgar/data/1133470/000155837021002151/0001558370-21-002151-index.htm
sec-def14a,2019-02-28,Calavo Growers,,,1468667,378.0,3885,,https://www.sec.gov/Archives/edgar/data/1133470/000155837019001307/0001558370-19-001307-index.htm
sec-def14a,2025-04-16,Ares Management,,,85381842,356.0,240000,,https://www.sec.gov/Archives/edgar/data/1176948/000162828025018040/0001628280-25-018040-index.htm
sec-def14a,2026-04-21,Ares Management,,,68279532,346.0,197440,,https://www.sec.gov/Archives/edgar/data/1176948/000162828026026286/0001628280-26-026286-index.htm
sec-def14a,2022-04-29,Ares Management,,,70842896,333.0,212902,,https://www.sec.gov/Archives/edgar/data/1176948/000162828022011250/0001628280-22-011250-index.htm
sec-def14a,2018-04-26,Patrick Industries,,,11868689,332.0,35741,,https://www.sec.gov/Archives/edgar/data/76605/000007660518000073/0000076605-18-000073-index.htm
sec-def14a,2022-04-08,Cvent Holding,,,21200830,306.0,69299,,https://www.sec.gov/Archives/edgar/data/1827075/000114036122013782/0001140361-22-013782-index.htm
sec-def14a,2022-12-20,SMART Global Holdings,,,6664870,301.0,,,https://www.sec.gov/Archives/edgar/data/1616533/000114036122046358/0001140361-22-046358-index.htm
sec-def14a,2026-04-23,Red Rock Resorts,,,13349153,283.0,47206,,https://www.sec.gov/Archives/edgar/data/1653653/000119312526173964/0001193125-26-173964-index.htm
sec-def14a,2019-12-09,Micron Technology,,,16944751,279.0,60796,,https://www.sec.gov/Archives/edgar/data/723125/000104746919006745/0001047469-19-006745-index.htm
sec-def14a,2023-02-17,Mccormick & Co,,,10426035,269.0,38724,,https://www.sec.gov/Archives/edgar/data/63754/000130817923000045/0001308179-23-000045-index.htm
sec-def14a,2024-02-28,Calavo Growers,,,4105826,265.0,15503,,https://www.sec.gov/Archives/edgar/data/1133470/000155837024002018/0001558370-24-002018-index.htm
sec-def14a,2018-12-06,Micron Technology,,,14241583,252.0,56540,,https://www.sec.gov/Archives/edgar/data/723125/000072312518000142/0000723125-18-000142-index.htm
sec-def14a,2022-07-25,Deckers Outdoor,,,10854934,250.0,43501,,https://www.sec.gov/Archives/edgar/data/910521/000091052122000024/0000910521-22-000024-index.htm
sec-def14a,2019-12-20,SMART Global Holdings,,,6151904,248.0,,,https://www.sec.gov/Archives/edgar/data/1616533/000119312519321081/0001193125-19-321081-index.htm
sec-def14a,2020-12-21,SMART Global Holdings,,,6779624,247.0,,,https://www.sec.gov/Archives/edgar/data/1616533/000119312520323275/0001193125-20-323275-index.htm
sec-def14a,2020-04-09,Endurance International Group Holdings,,,9772399,226.0,43284,,https://www.sec.gov/Archives/edgar/data/1237746/000119312520102016/0001193125-20-102016-index.htm
sec-def14a,2025-04-17,Par Technology,,,15406922,224.0,68819,,https://www.sec.gov/Archives/edgar/data/708821/000070882125000056/0000708821-25-000056-index.htm
sec-def14a,2023-07-24,Deckers Outdoor,,,11391476,222.0,51320,,https://www.sec.gov/Archives/edgar/data/910521/000091052123000025/0000910521-23-000025-index.htm
sec-def14a,2022-01-20,Qualcomm Inc/De,,,21091022,215.0,98200,,https://www.sec.gov/Archives/edgar/data/804328/000110465922005926/0001104659-22-005926-index.htm
sec-def14a,2025-07-25,Deckers Outdoor,,,10051429,198.0,50714,,https://www.sec.gov/Archives/edgar/data/910521/000091052125000030/0000910521-25-000030-index.htm
sec-def14a,2019-04-09,Ares Management,,,34171163,194.0,176588,,https://www.sec.gov/Archives/edgar/data/1176948/000162828019004051/0001628280-19-004051-index.htm
sec-def14a,2018-12-19,Navistar International,,,6923149,193.0,35951,,https://www.sec.gov/Archives/edgar/data/808450/000080845018000238/0000808450-18-000238-index.htm
sec-def14a,2020-07-27,Deckers Outdoor,,,6748144,180.0,37407,,https://www.sec.gov/Archives/edgar/data/910521/000091052120000021/0000910521-20-000021-index.htm
sec-def14a,2025-03-31,Core Laboratories Inc. /DE/,,,5718312,179.0,,,https://www.sec.gov/Archives/edgar/data/1958086/000095017025047865/0000950170-25-047865-index.htm
sec-def14a,2023-03-23,CLARIVATE Plc,,,9261928,173.0,53688,,https://www.sec.gov/Archives/edgar/data/1764046/000110465923036093/0001104659-23-036093-index.htm
sec-def14a,2018-07-10,Monro,,,5900411,171.0,34543,,https://www.sec.gov/Archives/edgar/data/876427/000119312518215380/0001193125-18-215380-index.htm
sec-def14a,2019-07-26,Deckers Outdoor,,,6466472,171.0,37799,,https://www.sec.gov/Archives/edgar/data/910521/000091052119000017/0000910521-19-000017-index.htm
sec-def14a,2022-01-05,Evoqua Water Technologies,,,15660392,170.0,92260,,https://www.sec.gov/Archives/edgar/data/1604643/000119312522002643/0001193125-22-002643-index.htm
sec-def14a,2023-03-21,C. H. Robinson Worldwide,,,10529870,168.0,,,https://www.sec.gov/Archives/edgar/data/1043277/000104327723000009/0001043277-23-000009-index.htm
sec-def14a,2023-03-08,Interactive Brokers Group,,,14041987,167.0,83972,,https://www.sec.gov/Archives/edgar/data/1381197/000114036123010698/0001140361-23-010698-index.htm
sec-def14a,2018-07-27,Deckers Outdoor,,,6069497,160.0,37825,,https://www.sec.gov/Archives/edgar/data/910521/000091052118000025/0000910521-18-000025-index.htm
sec-def14a,2023-04-28,Ares Management,,,34601100,157.0,220000,,https://www.sec.gov/Archives/edgar/data/1176948/000162828023014249/0001628280-23-014249-index.htm
sec-def14a,2024-06-25,Commvault Systems,,,12107760,157.0,77215,,https://www.sec.gov/Archives/edgar/data/1169561/000116956124000070/0001169561-24-000070-index.htm
sec-def14a,2026-04-16,Par Technology,,,14164778,156.0,91058,,https://www.sec.gov/Archives/edgar/data/708821/000070882126000048/0000708821-26-000048-index.htm
sec-def14a,2019-03-22,Tribune Media,,,8411000,151.0,,,https://www.sec.gov/Archives/edgar/data/726513/000119312519083525/0001193125-19-083525-index.htm
sec-def14a,2026-04-20,Bright Horizons Family Solutions,,,5303738,146.0,36251,,https://www.sec.gov/Archives/edgar/data/1437578/000119312526162582/0001193125-26-162582-index.htm
sec-def14a,2018-12-20,Ugi Corp /Pa/,,,7446659,145.0,51275,,https://www.sec.gov/Archives/edgar/data/884614/000119312518354472/0001193125-18-354472-index.htm
sec-def14a,2021-03-19,Lincoln Electric Holdings,,,7077536,145.0,48913,,https://www.sec.gov/Archives/edgar/data/59527/000117120021000116/0001171200-21-000116-index.htm
sec-def14a,2022-03-09,Interactive Brokers Group,,,12289397,142.0,86317,,https://www.sec.gov/Archives/edgar/data/1381197/000114036122008624/0001140361-22-008624-index.htm
sec-def14a,2025-04-04,Lamar Advertising Co/New,,,9360034,142.0,65680,,https://www.sec.gov/Archives/edgar/data/1090425/000119312525073398/0001193125-25-073398-index.htm
sec-def14a,2018-04-19,Tribune Media,,,7410800,139.0,53341,,https://www.sec.gov/Archives/edgar/data/726513/000119312518121966/0001193125-18-121966-index.htm
sec-def14a,2018-03-29,Delek US Holdings,,,12168871,137.0,88955,,https://www.sec.gov/Archives/edgar/data/1694426/000169442618000098/0001694426-18-000098-index.htm
sec-def14a,2018-04-30,Exact Sciences,,,13278504,135.0,98724,,https://www.sec.gov/Archives/edgar/data/1124140/000104746918003348/0001047469-18-003348-index.htm
sec-def14a,2019-12-13,Ugi Corp /Pa/,,,8592760,133.0,64610,,https://www.sec.gov/Archives/edgar/data/884614/000119312519314012/0001193125-19-314012-index.htm
sec-def14a,2021-04-22,Slm,,,11398565,132.0,86090,,https://www.sec.gov/Archives/edgar/data/1032033/000119312521126787/0001193125-21-126787-index.htm
sec-def14a,2018-03-29,C H Robinson Worldwide,,,6834187,130.0,,,https://www.sec.gov/Archives/edgar/data/1043277/000119312518100809/0001193125-18-100809-index.htm
sec-def14a,2024-04-19,Ares Management,,,30576590,130.0,235000,,https://www.sec.gov/Archives/edgar/data/1176948/000162828024016964/0001628280-24-016964-index.htm
sec-def14a,2018-06-21,EnerSys,,,5212943,127.0,41035,,https://www.sec.gov/Archives/edgar/data/1289308/000119312518199547/0001193125-18-199547-index.htm
sec-def14a,2023-10-10,Performance Food Group,,,9512305,126.0,75257,,https://www.sec.gov/Archives/edgar/data/1618673/000130817923001027/0001308179-23-001027-index.htm
sec-def14a,2018-03-15,Equity Lifestyle Properties,,,2802220,122.0,22880,,https://www.sec.gov/Archives/edgar/data/895417/000089541718000020/0000895417-18-000020-index.htm
sec-def14a,2022-03-18,Cna Financial,,,14246207,121.0,118091,,https://www.sec.gov/Archives/edgar/data/21175/000110465922035392/0001104659-22-035392-index.htm
sec-def14a,2019-06-20,EnerSys,,,5208103,119.0,43926,,https://www.sec.gov/Archives/edgar/data/1289308/000119312519177537/0001193125-19-177537-index.htm
sec-def14a,2020-04-23,Citizens,,,4260604,119.0,35907,,https://www.sec.gov/Archives/edgar/data/24090/000119312520115950/0001193125-20-115950-index.htm
sec-def14a,2018-04-06,Nn,,,3358210,118.0,28567,,https://www.sec.gov/Archives/edgar/data/918541/000119312518109743/0001193125-18-109743-index.htm
sec-def14a,2018-03-29,Tootsie Roll Industries,,,5506238,114.0,48490,,https://www.sec.gov/Archives/edgar/data/98677/000104746918002310/0001047469-18-002310-index.htm
sec-def14a,2023-04-26,Big 5 Sporting Goods,,,1236241,112.0,11029,,https://www.sec.gov/Archives/edgar/data/1156388/000119312523118502/0001193125-23-118502-index.htm
sec-def14a,2020-03-16,Strategic Education,,,7436578,111.0,,,https://www.sec.gov/Archives/edgar/data/1013934/000104746920001527/0001047469-20-001527-index.htm
sec-def14a,2021-10-08,Adtalem Global Education,,,8528433,111.0,76663,,https://www.sec.gov/Archives/edgar/data/730464/000120677421002578/0001206774-21-002578-index.htm
sec-def14a,2020-04-03,Summit Materials,,,6812429,110.0,61969,,https://www.sec.gov/Archives/edgar/data/1621563/000104746920002067/0001047469-20-002067-index.htm
sec-def14a,2021-03-11,Interactive Brokers Group,,,10141570,109.0,92832,,https://www.sec.gov/Archives/edgar/data/1381197/000114036121008082/0001140361-21-008082-index.htm
sec-def14a,2024-04-05,Lamar Advertising Co/New,,,6281977,106.2,59170,,https://www.sec.gov/Archives/edgar/data/1090425/000119312524088448/0001193125-24-088448-index.htm
sec-def14a,2023-04-26,Exact Sciences,,,14223999,105.0,135992,,https://www.sec.gov/Archives/edgar/data/1124140/000110465923049976/0001104659-23-049976-index.htm
sec-def14a,2019-04-11,Team,,,7772409,103.0,75772,,https://www.sec.gov/Archives/edgar/data/318833/000031883319000020/0000318833-19-000020-index.htm
sec-def14a,2021-04-02,Mohawk Industries,,,3636376,103.0,35331,,https://www.sec.gov/Archives/edgar/data/851968/000119312521105161/0001193125-21-105161-index.htm
sec-def14a,2023-03-31,Lamar Advertising Co/New,,,6079394,102.7,59170,,https://www.sec.gov/Archives/edgar/data/1090425/000119312523088037/0001193125-23-088037-index.htm
sec-def14a,2019-01-22,Helmerich & Payne,,,7777164,101.6,,,https://www.sec.gov/Archives/edgar/data/46765/000104746919000189/0001047469-19-000189-index.htm
sec-def14a,2021-03-19,Cna Financial,,,11469174,96.0,119598,,https://www.sec.gov/Archives/edgar/data/21175/000110465921038774/0001104659-21-038774-index.htm
sec-def14a,2020-03-11,Interactive Brokers Group,,,8365000,95.0,88028,,https://www.sec.gov/Archives/edgar/data/1381197/000114036120005511/0001140361-20-005511-index.htm
sec-def14a,2018-04-27,Big 5 Sporting Goods,,,911076,93.0,9831,,https://www.sec.gov/Archives/edgar/data/1156388/000119312518138216/0001193125-18-138216-index.htm
sec-def14a,2025-03-28,United States Lime & Minerals,,,7763583,91.0,85297,,https://www.sec.gov/Archives/edgar/data/82020/000155837025003992/0001558370-25-003992-index.htm
sec-def14a,2022-04-08,Lamar Advertising Co/New,,,5934758,90.9,65264,,https://www.sec.gov/Archives/edgar/data/1090425/000119312522100319/0001193125-22-100319-index.htm
sec-def14a,2022-04-26,Red Rock Resorts,,,3150788,87.0,36261,,https://www.sec.gov/Archives/edgar/data/1653653/000119312522118312/0001193125-22-118312-index.htm
sec-def14a,2026-03-27,United States Lime & Minerals,,,7685278,87.0,88521,,https://www.sec.gov/Archives/edgar/data/82020/000110465926036078/0001104659-26-036078-index.htm
sec-def14a,2021-03-10,Parsons,,,8231959,86.0,96020,,https://www.sec.gov/Archives/edgar/data/275880/000156459021011902/0001564590-21-011902-index.htm
